Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,Steps,BOILING,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_COMBO,CRATE_DESTROYED,CRATE_POTENTIALLY_DESTROYED,ENEMY_POTENTIALLY_KILLED,FRESHENED_UP,GOT_KILLED,HOT,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,LAST_AGENT_STANDING,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,STEP_SURVIVED,SURVIVED_ROUND,USELESS_BOMB,WAITED,WARM,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-19 23:22:22,1082.6281459331512,10,0,27.39999999999993,41.11729594459757,802,2,54,54,14,28,0,0,59,54,0,45,10,6,51,5,10,0,108,207,214,113,4,792,0,4,55,54,131,222,117,215,55,62
2024-09-19 23:22:22,1084.7344467639923,10,0,30.68000000000003,39.26798875024542,785,0,61,61,21,33,0,0,68,61,0,54,10,6,44,3,10,0,164,133,126,183,2,775,0,6,74,61,194,138,172,135,74,72
2024-09-19 23:22:22,1092.3606610298157,10,0,272.52000000000635,131.29951346293092,2599,0,131,130,51,62,0,0,120,112,1,126,6,19,201,12,6,0,322,598,620,369,12,2597,4,26,362,131,456,647,342,631,362,165
2024-09-19 23:22:22,1098.61607670784,10,0,211.00000000000279,113.79538295348175,2328,1,130,129,42,58,0,1,123,116,1,123,7,14,154,8,7,0,608,327,346,638,8,2324,3,25,128,130,690,385,634,337,128,157
2024-09-19 23:22:22,1103.852567911148,10,18,226.88000000000073,93.5353658744134,1935,0,116,116,37,53,0,0,115,105,1,109,7,15,121,11,7,0,369,451,419,363,9,1931,3,21,99,116,390,438,389,482,99,140
2024-09-19 23:22:22,1108.8833060264587,10,3,72.4999999999988,83.98100801929832,1694,0,119,119,31,44,0,1,85,78,0,112,8,20,224,6,8,0,253,335,355,241,6,1688,2,49,169,119,254,367,425,343,169,138
2024-09-19 23:22:22,1112.914705991745,10,11,87.31999999999988,70.33940890314989,1366,0,94,94,29,42,0,1,88,80,1,86,9,11,85,5,9,0,250,291,240,296,4,1358,1,26,111,94,326,251,259,307,111,113
2024-09-19 23:22:22,1118.8933069705963,10,1,157.600000000001,106.91448535886593,2129,1,118,118,34,49,0,1,98,93,1,112,8,19,180,10,8,0,310,475,492,332,9,2123,2,30,224,118,432,529,328,488,224,130
2024-09-19 23:22:22,1122.9213919639587,10,2,106.07999999999934,71.13351800385863,1432,0,93,90,24,39,0,0,85,84,1,83,8,3,75,5,8,0,282,277,296,289,4,1426,2,16,122,93,304,314,311,284,122,99
2024-09-19 23:22:22,1124.6177339553833,10,1,8.899999999999793,34.550833708141,663,1,56,56,15,29,0,0,61,58,2,47,10,10,100,3,10,0,105,107,131,104,3,653,0,2,60,56,120,137,117,160,60,69
2024-09-19 23:22:22,1131.2383558750153,10,7,136.05999999999975,117.20112541038543,2286,0,113,112,49,54,0,0,83,79,1,104,9,16,129,7,9,0,512,428,456,536,7,2278,1,35,113,113,560,477,568,445,113,124
2024-09-19 23:22:22,1133.5083367824554,10,0,32.220000000000056,39.679570137988776,847,0,58,58,20,32,0,0,55,54,0,48,10,9,32,4,10,0,136,189,199,163,3,837,0,8,70,58,170,202,143,194,70,68
2024-09-19 23:22:22,1137.0145258903503,10,2,174.30000000000132,67.27319606114179,1305,2,100,100,39,51,0,1,116,108,2,91,9,16,81,7,9,0,286,202,206,272,6,1297,1,5,159,100,294,219,306,220,159,108
2024-09-19 23:22:22,1140.3870079517365,10,12,93.61999999999989,63.67581571894698,1235,0,72,72,26,39,0,0,67,65,2,63,9,14,59,6,9,0,278,227,204,299,6,1227,1,10,97,72,317,211,295,229,97,87
2024-09-19 23:22:22,1145.6738679409027,10,18,163.6399999999998,101.69223209284246,1874,2,109,110,46,54,0,0,95,90,1,102,9,18,90,8,9,0,396,379,358,406,6,1866,1,26,137,109,440,373,415,390,137,120
2024-09-19 23:22:22,1148.5207817554474,10,0,45.700000000000244,54.9383767391555,1069,0,68,68,24,35,0,0,69,63,1,58,10,4,53,4,10,0,182,204,173,227,2,1059,0,8,162,68,242,179,191,209,162,86
2024-09-19 23:22:22,1153.0884699821472,10,14,180.2400000000007,92.26104055996984,1667,1,116,116,33,49,0,1,116,111,3,108,8,19,157,9,8,0,307,286,297,397,9,1661,2,19,109,116,443,315,324,340,109,138
2024-09-19 23:22:22,1154.2239799499512,10,0,-0.3200000000000571,21.887448185123503,424,2,41,41,12,23,0,0,48,46,1,33,10,10,41,3,10,0,77,61,89,76,2,414,0,1,39,41,90,97,81,68,39,49
2024-09-19 23:22:22,1157.9637339115143,10,14,113.7999999999997,79.0974451713264,1415,1,78,78,24,46,0,0,86,81,1,70,9,10,53,6,9,0,369,225,222,372,4,1407,1,3,97,78,381,241,377,231,97,89
2024-09-19 23:22:22,1161.4182920455933,10,1,51.06000000000034,66.85775380255654,1169,3,104,105,28,38,0,0,80,77,0,97,9,21,86,3,9,0,229,211,197,231,2,1161,1,28,112,104,243,206,254,234,112,121
2024-09-19 23:22:22,1165.6278150081635,10,3,92.55999999999932,84.78551711328328,1593,1,95,94,34,49,0,1,96,91,1,85,9,19,186,4,9,0,312,277,305,320,2,1585,1,13,99,95,344,421,333,285,99,112
2024-09-19 23:22:22,1169.7596309185028,10,0,92.03999999999915,78.99415527889505,1522,0,74,74,25,42,0,0,76,73,3,68,8,8,74,3,8,0,257,372,383,250,3,1516,2,8,114,74,263,393,282,382,114,90
2024-09-19 23:22:22,1175.3203718662262,10,0,172.50000000000344,103.34022624744102,2014,1,112,112,35,46,0,0,100,95,3,105,8,10,99,9,8,0,452,351,344,455,7,2008,2,23,203,112,467,354,474,393,203,125
2024-09-19 23:22:22,1180.6086239814758,10,17,186.28000000000077,103.82062014518306,2002,0,116,116,33,48,0,0,98,94,1,111,8,19,81,11,8,0,433,384,399,419,10,1996,2,26,172,116,437,422,452,392,172,129
2024-09-19 23:22:22,1183.5487067699432,10,0,9.059999999999402,49.513602590188384,974,1,94,95,18,28,0,0,66,63,2,86,9,7,84,3,9,0,143,183,180,133,3,966,1,39,158,94,141,187,189,191,158,109
2024-09-19 23:22:22,1187.575565814972,10,1,93.43999999999821,81.44937128992751,1497,0,94,94,36,49,0,0,87,85,2,85,10,10,160,6,10,0,299,248,287,297,6,1487,0,18,112,94,305,313,328,331,112,108
2024-09-19 23:22:22,1192.3678839206696,10,12,107.59999999999911,85.2696528355591,1674,0,110,110,40,51,0,0,100,92,1,101,10,15,65,5,10,0,275,358,422,302,5,1664,0,23,142,110,320,430,285,368,142,129
2024-09-19 23:22:22,1196.6581268310547,10,0,174.72000000000168,79.32218182040378,1588,1,108,108,40,56,0,0,101,96,0,100,9,12,82,9,9,0,347,296,329,317,7,1580,1,19,110,108,327,343,365,319,110,125
2024-09-19 23:22:22,1201.5072300434113,10,2,164.54000000000195,89.21997021068819,1768,1,129,129,45,57,0,1,118,112,2,123,9,21,141,7,9,0,305,336,367,306,7,1760,1,25,185,129,400,374,323,343,185,144
2024-09-19 23:22:22,1205.7358589172363,10,3,185.06000000000225,74.73016574187204,1500,2,96,96,35,49,0,0,84,78,1,88,8,15,66,11,8,0,253,306,333,246,9,1494,2,21,202,96,256,342,273,324,202,105
2024-09-19 23:22:22,1211.1231307983398,10,18,160.1799999999998,99.61118105938658,1946,0,138,138,45,54,0,1,120,114,0,131,9,18,90,7,9,0,261,487,503,266,7,1938,1,38,202,138,294,519,280,501,202,151
2024-09-19 23:22:22,1214.5211338996887,10,11,61.700000000000024,61.52824175101705,1219,3,72,72,25,44,0,0,83,75,0,63,10,12,68,4,10,0,227,264,261,251,4,1209,0,9,76,72,268,269,240,278,76,88
2024-09-19 23:22:22,1219.1253209114075,10,7,154.3200000000002,81.5131888599135,1620,0,101,101,33,43,0,0,87,82,2,95,8,13,62,8,8,0,338,322,308,382,8,1614,2,20,109,101,398,314,360,330,109,111
2024-09-19 23:22:22,1225.4029567241669,10,0,168.56000000000085,111.65630977600813,2126,0,124,121,34,48,0,0,92,88,1,115,6,9,71,7,6,0,410,378,393,398,7,2124,4,44,356,124,408,410,423,401,356,132
2024-09-19 23:22:22,1230.4778728485107,10,1,165.6200000000008,91.8482646998018,1795,2,110,109,37,50,0,0,82,75,0,102,7,10,113,9,7,0,347,379,366,374,7,1791,3,38,109,110,395,382,392,395,109,125
2024-09-19 23:22:22,1235.5780758857727,10,0,102.55999999999928,98.10009888140485,1865,0,80,79,23,33,0,0,70,65,0,73,7,7,56,5,7,0,371,426,420,393,4,1861,3,20,122,80,403,439,380,431,122,93
2024-09-19 23:22:22,1240.0974206924438,10,0,134.58000000000155,83.7496952987276,1614,0,97,97,29,38,0,0,98,89,1,91,7,15,204,7,7,0,333,229,251,326,6,1610,3,15,177,97,349,347,389,243,177,112
2024-09-19 23:22:22,1245.2161281108856,10,10,161.7600000000002,84.4526066929102,1747,1,100,99,33,48,0,1,96,90,4,92,8,7,105,8,8,0,269,392,397,273,7,1741,2,20,213,100,296,418,284,423,213,115
2024-09-19 23:22:22,1249.679387807846,10,13,185.58000000000004,86.87348904414102,1619,1,95,94,33,48,0,1,97,92,3,89,8,20,117,10,8,0,299,323,339,335,10,1613,2,14,113,95,350,360,348,344,113,106
2024-09-19 23:22:22,1256.4946010112762,10,17,243.5600000000032,132.3337994501926,2432,1,142,142,48,60,0,0,104,95,2,136,7,18,109,13,7,0,483,514,557,467,12,2428,3,49,163,142,486,582,496,523,163,185
2024-09-19 23:22:22,1261.6087250709534,10,5,220.20000000000138,98.07121383724734,1819,1,117,117,40,59,0,1,120,114,1,110,8,20,126,10,8,0,337,312,386,338,8,1813,2,11,205,117,356,415,365,329,205,151
2024-09-19 23:22:22,1266.2788579463959,10,0,171.0400000000012,85.95664613507688,1626,1,95,94,37,45,0,1,90,86,0,88,7,16,99,7,7,0,368,273,280,343,6,1622,3,17,171,95,365,293,401,284,171,115
2024-09-19 23:22:22,1271.373753786087,10,17,155.88000000000108,100.7777373790741,1930,0,100,100,35,51,0,1,98,91,0,94,8,14,67,7,8,0,324,349,368,321,6,1924,2,19,403,100,331,378,332,368,403,120
2024-09-19 23:22:22,1276.400349855423,10,13,163.36000000000237,92.8438961179927,1832,1,90,89,31,39,0,0,91,84,0,83,7,17,156,9,7,0,348,334,330,370,9,1828,3,13,207,90,438,357,359,368,207,106
2024-09-19 23:22:22,1281.253536939621,10,3,202.12000000000128,88.54754425561987,1648,1,113,113,46,57,0,2,121,108,0,107,8,12,224,10,8,0,286,223,247,300,9,1642,2,20,257,113,401,331,293,237,257,131
2024-09-19 23:22:22,1285.8101468086243,10,11,149.51999999999958,94.46059049619362,1694,2,91,91,34,47,0,1,97,87,1,85,8,12,123,7,8,0,316,343,345,353,6,1688,2,13,125,91,365,359,370,370,125,107
2024-09-19 23:22:22,1292.122193813324,10,17,239.52000000000606,120.31130144651979,2203,0,167,166,52,58,0,0,121,115,0,159,7,18,120,12,7,0,454,311,334,523,11,2199,3,60,297,167,535,375,467,330,297,202
2024-09-19 23:22:22,1297.6587688922882,10,0,204.10000000000218,105.42547987448052,1969,1,116,115,36,48,0,1,107,100,3,110,7,29,123,10,7,0,346,390,422,368,8,1965,3,25,207,116,391,462,365,409,207,138
2024-09-19 23:22:22,1303.119283914566,10,1,172.08000000000078,97.57730352832004,1804,1,124,123,36,42,0,0,92,86,2,117,7,11,123,10,7,0,291,405,419,305,9,1800,3,44,140,124,349,431,338,410,140,139
2024-09-19 23:22:22,1308.8634870052338,10,8,221.34000000000185,104.74772255215794,2045,2,123,123,46,62,0,0,127,120,0,118,7,22,144,7,7,0,356,395,405,381,6,2041,3,12,244,123,394,428,379,462,244,141
2024-09-19 23:22:22,1315.3544237613678,10,2,218.26000000000212,116.15006553009152,2269,2,173,172,45,57,0,2,116,105,3,168,7,19,221,14,7,0,378,432,457,401,11,2265,3,70,210,173,425,481,517,450,210,189
2024-09-19 23:22:22,1320.4107630252838,10,0,240.8600000000019,97.74553622957319,1849,2,121,121,42,53,0,0,112,107,0,115,7,14,130,12,7,0,285,415,417,328,12,1845,3,25,156,121,350,427,369,418,156,132
2024-09-19 23:22:22,1326.0702438354492,10,0,156.78000000000085,108.65034756809473,2043,0,131,132,43,55,0,1,108,103,0,127,8,15,123,7,8,0,367,403,394,396,7,2037,2,46,231,131,413,409,429,419,231,144
2024-09-19 23:22:22,1329.526391029358,10,12,55.99999999999995,62.58445036667399,1244,2,73,73,27,38,0,0,60,57,1,66,10,13,65,6,10,0,209,247,252,238,5,1234,0,21,160,73,255,260,227,254,160,88
2024-09-19 23:22:22,1335.0269927978516,10,14,268.14000000000254,110.3870470658876,2067,0,114,114,48,62,0,0,117,108,0,109,7,11,82,11,7,0,344,479,491,385,11,2063,3,14,175,114,405,509,360,494,175,127
2024-09-19 23:22:22,1341.154061794281,10,12,223.48000000000152,119.23756394255906,2134,0,109,109,42,58,0,1,113,107,2,101,8,13,107,10,8,0,439,396,379,470,9,2128,2,11,236,109,486,389,471,418,236,136
2024-09-19 23:22:22,1345.6583728790283,10,0,81.5399999999992,85.87834530742839,1585,0,115,114,33,41,0,0,74,68,1,107,8,14,92,5,8,0,361,277,280,361,4,1579,2,48,101,115,388,289,371,284,101,154
2024-09-19 23:22:22,1352.9982328414917,10,0,181.00000000000156,136.1022740523331,2580,4,158,158,36,55,0,0,115,107,3,153,6,16,200,9,6,0,555,370,421,562,8,2578,4,57,318,158,575,531,576,389,318,195
2024-09-19 23:22:22,1357.007947921753,10,13,169.43999999999986,75.93803603341803,1455,1,87,87,35,45,0,1,78,74,0,80,8,13,89,10,8,0,261,264,284,321,8,1449,2,17,151,87,331,314,284,277,151,100
2024-09-19 23:22:22,1361.4137580394745,10,1,110.03999999999887,76.80356922885403,1519,1,106,105,30,43,0,1,89,82,2,98,8,14,118,6,8,0,304,263,266,309,6,1513,2,32,155,106,334,286,324,285,155,137
2024-09-19 23:22:22,1364.7686409950256,10,0,72.97999999999958,66.9535881029442,1264,0,70,70,20,41,0,0,78,72,1,62,9,22,58,4,9,0,286,251,233,283,3,1256,1,3,84,70,295,242,297,257,84,90
2024-09-19 23:22:22,1368.4122698307037,10,0,106.39999999999895,70.62635372299701,1315,2,72,72,27,42,0,0,85,80,0,63,9,30,83,6,9,0,228,237,273,221,6,1307,1,2,202,72,235,287,242,251,202,99
2024-09-19 23:22:22,1370.3085289001465,10,1,35.019999999999996,39.292601495049894,715,3,57,57,18,32,0,0,66,63,0,47,10,21,63,4,10,0,96,145,171,135,2,705,0,1,48,57,147,183,105,149,48,83
2024-09-19 23:22:22,1374.9167108535767,10,0,76.79999999999916,87.59470004914328,1659,2,87,87,22,43,0,1,74,71,0,78,9,19,147,7,9,0,379,277,291,378,6,1651,1,20,101,87,402,308,410,324,101,115
2024-09-19 23:22:22,1378.3890030384064,10,6,43.43999999999994,62.09636152442545,1234,1,68,68,17,35,0,0,65,62,0,59,9,24,73,4,9,0,278,223,245,275,3,1226,1,11,73,68,296,259,288,240,73,79
2024-09-19 23:22:22,1383.6436359882355,10,16,139.73999999999955,103.48858913127333,2062,1,92,91,24,45,0,0,83,82,0,85,7,17,98,7,7,0,516,341,338,504,6,2058,3,18,176,92,533,352,541,354,176,109
2024-09-19 23:22:22,1390.4361338615417,10,12,220.42000000000158,123.76879317755811,2523,3,128,127,43,55,0,0,103,98,2,125,7,22,146,11,7,0,552,493,532,554,9,2519,3,31,121,128,570,578,574,521,121,162
2024-09-19 23:22:22,1397.9043369293213,10,16,293.08000000000186,128.6743268556893,2750,0,114,113,38,63,0,0,114,108,3,108,6,17,137,14,6,0,461,711,701,448,14,2748,4,14,182,114,468,740,487,741,182,136
2024-09-19 23:22:22,1403.345282793045,10,8,132.17999999999876,87.59047910501249,1964,1,69,69,16,33,0,1,72,70,1,64,6,10,78,6,6,0,570,246,204,591,5,1962,4,5,210,69,614,213,583,261,210,87
2024-09-19 23:22:22,1406.7781219482422,10,1,120.73999999999992,62.64686949830502,1251,0,95,95,22,37,0,1,90,88,1,88,8,12,91,7,8,0,186,289,320,190,7,1245,2,19,82,95,214,326,209,303,82,119
2024-09-19 23:22:22,1411.6417949199677,10,1,135.6199999999995,91.90867607551627,1824,2,106,106,32,48,0,1,90,84,1,102,7,12,98,5,7,0,342,379,385,377,5,1820,3,27,140,106,402,409,361,387,140,128
2024-09-19 23:22:22,1416.932827949524,10,18,153.21999999999878,86.41171873430721,1860,1,104,103,37,46,0,0,85,79,3,98,7,22,122,7,7,0,425,273,335,445,6,1856,3,31,159,104,471,343,488,283,159,119
2024-09-19 23:22:22,1423.1323828697205,10,18,185.82000000000176,101.51054238528013,2278,1,117,117,35,53,0,0,105,97,1,112,7,11,84,8,7,0,392,564,528,414,8,2274,3,28,182,117,439,547,405,572,182,136
2024-09-19 23:22:22,1429.7231748104095,10,17,217.86000000000473,107.56525894277729,2308,0,121,121,40,59,0,1,116,110,2,116,7,17,229,11,7,0,425,407,395,402,11,2304,3,25,332,121,463,409,472,494,332,141
2024-09-19 23:22:22,1436.9631838798523,10,0,263.8000000000035,121.92293285112828,2486,1,153,152,48,56,0,1,116,106,1,149,6,25,131,13,6,0,460,489,499,527,11,2484,4,47,231,153,575,524,486,498,231,176
2024-09-19 23:22:22,1445.7324578762054,10,11,269.38000000000386,154.9829529323615,3083,2,154,155,47,64,0,1,128,119,1,150,5,15,108,9,5,0,475,851,869,478,8,3083,5,44,153,154,502,895,502,861,153,175
2024-09-19 23:22:22,1450.5791370868683,10,13,137.69999999999897,85.29947111569345,1673,0,85,85,27,41,0,0,78,76,0,79,7,9,187,8,7,0,198,393,411,274,6,1669,3,12,128,85,295,443,218,486,128,106
2024-09-19 23:22:22,1455.0905649662018,10,0,120.43999999999937,80.46603371715173,1718,0,91,91,24,36,0,0,91,87,0,83,8,4,107,7,8,0,379,342,332,350,5,1712,2,15,119,91,388,361,400,346,119,106
2024-09-19 23:22:22,1459.5047760009766,10,0,173.32000000000033,75.23746887221932,1563,2,90,90,28,41,0,0,85,82,2,84,8,9,97,11,8,0,325,276,269,362,8,1557,2,12,146,90,398,293,337,281,146,110
2024-09-19 23:22:22,1464.3448860645294,10,7,123.13999999999953,81.56027658632956,1695,0,112,112,37,48,0,0,105,96,1,105,9,12,74,5,9,0,306,379,392,313,5,1687,1,21,120,112,335,404,314,400,120,123
2024-09-19 23:22:22,1470.1141169071198,10,9,181.3600000000008,96.46031699655578,2089,0,99,97,33,52,0,0,97,93,1,93,6,8,141,6,6,0,455,422,456,413,5,2087,4,14,107,99,433,467,519,450,107,117
2024-09-19 23:22:22,1478.1802759170532,10,17,276.8000000000044,124.61144147324376,2782,2,160,160,49,63,0,0,123,118,1,156,6,20,100,12,6,0,535,559,592,544,11,2780,4,44,296,160,572,602,561,572,296,183
2024-09-19 23:22:22,1482.1628069877625,10,1,44.99999999999976,65.81614570668899,1423,0,57,57,16,31,0,0,54,53,1,49,8,8,90,3,8,0,316,300,259,351,3,1417,2,7,52,57,365,283,352,307,52,66
2024-09-19 23:22:22,1486.538638830185,10,2,120.67999999999816,74.39913125848398,1614,0,89,89,32,47,0,0,91,80,1,85,8,10,99,5,8,0,298,333,311,335,4,1608,2,15,151,89,368,316,340,339,151,102
2024-09-19 23:22:22,1492.701131105423,10,18,205.9000000000026,90.26458521862514,2028,1,128,128,39,51,0,3,106,102,2,120,8,12,135,12,8,0,344,425,461,372,11,2022,2,37,165,128,409,504,377,433,165,142
2024-09-19 23:22:22,1496.2454679012299,10,0,101.79999999999936,61.52842704951763,1292,2,73,73,31,41,0,0,79,74,1,67,9,9,78,5,9,0,341,197,190,348,4,1284,1,7,66,73,379,211,355,200,66,82
2024-09-19 23:22:22,1501.7474529743195,10,0,183.95999999999992,94.27736358065158,1954,0,105,104,31,44,0,0,92,85,0,100,6,8,140,9,6,0,394,390,380,433,9,1952,4,24,116,105,463,387,452,422,116,118
2024-09-19 23:22:22,1506.505159854889,10,0,182.20000000000198,83.33182725310326,1682,4,100,100,35,51,0,0,102,99,2,93,8,14,141,9,8,0,295,317,326,316,8,1676,2,9,189,100,345,337,321,378,189,114
2024-09-19 23:22:22,1511.7512037754059,10,7,118.47999999999742,88.3198316283524,1817,0,88,87,34,48,0,0,93,85,2,82,7,2,70,1,7,0,246,483,474,198,1,1813,3,11,261,88,210,481,255,506,261,107
2024-09-19 23:22:22,1518.30837392807,10,22,241.72000000000307,114.36036949977279,2360,1,125,123,35,52,0,0,99,94,1,118,5,8,162,12,5,0,404,493,495,424,12,2360,5,33,262,125,444,506,442,560,262,151
2024-09-19 23:22:22,1524.7384557724,10,7,182.51999999999992,107.10275177075528,2317,0,114,114,39,61,0,0,106,98,1,107,9,5,110,10,9,0,438,512,519,437,8,2309,1,20,188,114,458,533,486,518,188,135
2024-09-19 23:22:22,1530.155168056488,10,11,89.65999999999913,97.94578920817003,2016,0,78,78,23,48,0,2,88,82,1,71,9,7,87,4,9,0,522,331,327,512,4,2008,1,4,160,78,532,348,552,336,160,89
2024-09-19 23:22:22,1533.2230339050293,10,0,16.519999999999897,55.190294445026666,1186,2,57,57,10,30,0,0,61,56,0,51,9,5,74,3,9,0,226,257,253,202,1,1178,1,5,118,57,210,272,251,273,118,63
2024-09-19 23:22:22,1536.642303943634,10,2,33.85999999999996,63.559409379493445,1345,1,69,68,17,37,0,1,72,64,0,61,9,9,100,3,9,0,349,187,191,326,2,1337,1,11,124,69,336,238,365,194,124,89
2024-09-19 23:22:22,1541.8656198978424,10,9,140.43999999999923,88.22003150777891,1996,1,88,88,24,44,0,0,91,83,0,83,7,7,77,6,7,0,449,383,427,453,5,1992,3,12,122,88,479,436,462,405,122,95
2024-09-19 23:22:22,1547.272293806076,10,9,97.65999999999941,87.96704021515325,1970,3,82,82,14,39,0,0,77,74,2,75,8,11,159,8,8,0,489,330,353,459,6,1964,2,11,100,82,487,374,581,337,100,93
2024-09-19 23:22:22,1552.185420036316,10,0,66.43999999999923,78.89078733418137,1765,1,67,66,22,38,0,0,70,65,0,60,7,4,276,4,7,0,276,401,408,266,4,1761,3,8,74,67,386,463,334,441,74,70
2024-09-19 23:22:22,1556.196056842804,10,0,104.0999999999981,65.00346681918018,1512,1,74,73,20,38,0,0,73,71,2,66,8,11,132,7,8,0,351,245,254,333,5,1506,2,8,125,74,421,276,364,252,125,76
2024-09-19 23:22:22,1559.7815430164337,10,9,43.020000000000024,59.71999431750737,1349,1,82,82,15,34,0,0,74,70,0,75,9,10,60,4,9,0,151,404,383,173,3,1341,1,17,97,82,181,389,163,418,97,102
2024-09-19 23:22:22,1565.8512229919434,10,0,111.93999999999947,85.06647912925109,2084,3,106,107,28,42,0,0,76,75,2,100,6,13,240,6,6,0,499,250,218,502,6,2082,4,33,273,106,530,332,547,263,273,143
2024-09-19 23:22:22,1573.1222050189972,10,10,257.38000000000244,103.52911429735832,2583,0,130,130,30,60,0,0,120,114,3,125,5,12,157,11,5,0,536,479,512,541,11,2583,5,23,233,130,570,540,570,526,233,149
2024-09-19 23:22:22,1579.5912199020386,10,12,295.0600000000051,101.12663654028438,2410,0,128,127,37,55,0,0,123,115,3,123,5,14,138,13,5,0,486,465,481,513,13,2410,5,19,204,128,532,505,524,505,204,145
2024-09-19 23:22:22,1582.899202823639,10,10,94.45999999999914,52.93971724808216,1200,0,77,75,22,46,0,0,78,75,1,68,9,9,96,6,9,0,241,256,197,257,6,1192,1,7,77,77,277,217,259,281,77,90
2024-09-19 23:22:22,1587.0746576786041,10,0,147.34000000000017,74.03105134842917,1620,1,90,91,27,46,0,0,73,70,0,84,8,5,132,11,8,0,309,292,251,323,9,1614,2,21,225,90,330,326,327,304,225,110
2024-09-19 23:22:22,1592.6004700660706,10,14,150.900000000001,93.83872523996979,1997,1,132,131,31,56,0,0,108,101,2,125,8,8,129,8,8,0,406,392,391,406,7,1991,2,35,143,132,419,407,435,438,143,157
2024-09-19 23:22:22,1599.2784037590027,10,2,213.14000000000186,111.5524596804753,2351,2,131,133,38,62,0,0,103,98,3,128,7,14,100,10,7,0,479,484,499,513,9,2347,3,35,148,131,526,537,504,491,148,148
2024-09-19 23:22:22,1604.0360708236694,10,0,159.46000000000032,78.68696609605104,1675,0,91,90,29,44,0,1,86,82,0,85,7,10,72,7,7,0,246,432,429,280,7,1671,3,14,128,91,289,445,275,441,128,100
2024-09-19 23:22:22,1610.2268269062042,10,1,207.90000000000293,117.20603602868505,2318,1,129,130,36,50,0,0,102,93,0,124,6,9,94,10,6,0,345,612,620,357,10,2316,4,41,165,129,384,640,364,626,165,143
2024-09-19 23:22:22,1615.8162088394165,10,9,164.99999999999972,102.58584234211594,2011,1,116,116,36,61,0,0,107,103,2,109,9,9,149,9,9,0,364,444,434,371,8,2003,1,22,134,116,403,458,427,454,134,136
2024-09-19 23:22:22,1621.579001903534,10,4,135.4599999999997,110.7471675737761,2095,2,135,136,36,52,0,0,101,97,2,128,8,19,183,8,8,0,395,431,407,403,6,2089,2,46,143,135,435,426,485,447,143,161
2024-09-19 23:22:22,1626.7260360717773,10,1,105.25999999999871,103.89789648586884,1926,1,128,128,35,61,0,0,119,113,2,120,10,7,167,5,10,0,336,393,400,370,3,1916,0,25,132,128,392,498,349,406,132,149
2024-09-19 23:22:22,1631.546972990036,10,2,124.67999999999877,96.57300787325948,1817,1,90,91,26,41,0,1,84,77,1,85,7,10,80,5,7,0,337,395,417,377,3,1813,3,17,124,90,391,437,360,404,124,104
2024-09-19 23:22:22,1639.2847719192505,10,10,276.6600000000052,133.97584979841486,2825,3,137,137,43,62,0,1,126,122,3,131,6,9,133,11,6,0,636,544,500,631,10,2823,4,23,248,137,657,521,658,591,248,154
2024-09-19 23:22:22,1645.584687948227,10,0,177.14000000000186,112.50615441100672,2341,1,85,85,25,43,0,0,80,74,1,81,6,13,91,9,6,0,442,525,525,467,9,2339,4,17,210,85,492,535,476,532,210,100
2024-09-19 23:22:22,1651.888673067093,10,0,196.68000000000086,107.15894091129303,2319,0,104,103,36,56,0,0,99,94,2,96,7,9,106,8,7,0,531,414,445,546,8,2315,3,14,176,104,560,462,559,444,176,121
2024-09-19 23:22:22,1659.2025258541107,10,12,191.98000000000258,110.68554941925686,2515,0,128,126,44,50,0,0,101,95,2,120,6,10,79,6,6,0,631,405,394,660,5,2513,4,39,222,128,670,406,647,434,222,140
2024-09-19 23:22:22,1665.379728794098,10,1,175.02000000000234,94.36625307612121,2312,0,128,128,31,52,0,1,94,90,1,124,6,14,120,8,6,0,540,418,395,566,8,2310,4,41,149,128,595,409,572,448,149,143
2024-09-19 23:22:22,1671.7456998825073,10,11,158.77999999999992,95.44089694437571,2241,1,108,108,29,46,0,0,84,80,1,104,6,4,171,8,6,0,544,398,369,548,8,2239,4,30,107,108,573,385,638,414,107,128
2024-09-19 23:22:22,1678.6515200138092,10,4,256.9000000000041,102.94324061367661,2509,0,117,114,38,52,0,0,106,102,1,114,4,13,100,8,4,0,490,576,568,518,8,2511,6,23,146,117,548,589,510,586,146,136
2024-09-19 23:22:22,1683.115520954132,10,0,99.0599999999998,68.74717734265141,1671,0,90,90,20,40,0,0,70,66,1,83,8,8,63,7,8,0,340,420,408,284,7,1665,2,25,68,90,305,414,356,426,68,104
2024-09-19 23:22:22,1688.4700617790222,10,0,85.2199999999985,75.67446440202184,1836,2,107,107,21,37,0,0,74,70,2,103,7,9,210,7,7,0,245,452,485,245,6,1832,3,38,95,107,294,496,373,457,95,124
2024-09-19 23:22:22,1692.5530569553375,10,0,52.159999999999926,58.91472524823621,1436,1,65,64,20,33,0,0,60,54,0,57,8,12,57,3,8,0,311,315,279,271,2,1430,2,13,140,65,289,290,318,323,140,78
