Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,BOILING,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_DESTROYED,FRESHENED_UP,GOT_KILLED,HOT,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,SURVIVED_ROUND,WAITED,WARM,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-17 11:27:03,0.44152402877807617,10,8,7.199999999999762,14.919146633706987,2,12,12,52,0,0,0,3,10,2,70,0,10,86,52,53,87,0,0,11,12,95,84,102,62,11,17
2024-09-17 11:27:03,0.8651320934295654,10,33,221.94000000000267,27.802068231627345,0,12,12,145,0,0,0,6,9,0,23,0,9,88,119,67,120,0,1,6,12,123,68,98,123,6,17
2024-09-17 11:27:03,1.5421981811523438,10,22,528.5199999999896,63.122837014496326,2,16,16,283,0,0,0,11,8,4,36,0,8,198,196,176,172,0,2,8,16,178,193,203,202,8,18
2024-09-17 11:27:03,2.208616018295288,10,11,601.939999999988,70.08932854235172,0,10,10,301,0,0,0,5,6,0,23,0,6,162,185,170,236,0,4,12,10,244,177,166,187,12,12
2024-09-17 11:27:03,2.784335136413574,10,3,499.85999999999035,63.87237631902099,0,10,10,261,0,0,0,6,7,0,25,0,7,176,166,133,175,0,3,11,10,181,141,179,173,11,11
2024-09-17 11:27:03,3.636698007583618,10,48,754.2199999999799,97.70614276826382,0,17,17,382,0,0,0,13,7,0,33,0,7,247,232,250,230,0,3,19,17,241,255,253,239,19,21
2024-09-17 11:27:03,3.978929042816162,10,12,248.70000000000243,38.04320269078016,0,11,11,159,0,0,0,4,9,0,17,0,9,86,104,71,98,0,1,8,11,103,77,88,107,8,12
2024-09-17 11:27:03,4.749750137329102,10,34,642.5199999999844,88.97616577148438,0,16,16,319,0,0,0,12,6,1,25,0,6,229,188,209,225,0,4,17,16,228,216,235,197,17,16
2024-09-17 11:27:03,5.47393012046814,10,49,659.8399999999868,86.22265983000398,1,15,15,338,0,0,0,8,7,1,33,0,7,200,213,189,218,0,3,9,15,221,204,206,216,9,21
2024-09-17 11:27:03,6.502468109130859,10,3,876.8199999999772,115.55663462355733,0,16,16,414,0,0,0,16,4,1,42,0,4,264,283,253,288,0,6,24,16,302,264,276,287,24,17
2024-09-17 11:27:03,7.618397951126099,10,49,995.5999999999744,121.05058287456632,0,17,17,454,0,0,0,16,2,2,42,0,2,320,254,283,294,0,8,14,17,301,296,331,263,14,19
2024-09-17 11:27:03,8.294477224349976,10,49,560.9599999999896,76.6800406575203,0,16,16,280,0,0,0,14,6,1,21,0,6,200,173,179,182,0,4,9,16,188,182,206,178,9,17
2024-09-17 11:27:03,8.995934009552002,10,8,595.7799999999878,80.50235304608941,1,17,17,307,0,0,0,14,7,1,34,0,7,206,193,170,181,0,3,16,17,189,176,218,199,16,19
