Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,Steps,BOILING,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_COMBO,CRATE_DESTROYED,CRATE_POTENTIALLY_DESTROYED,FRESHENED_UP,GOT_KILLED,HOT,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,STEP_SURVIVED,SURVIVED_ROUND,USELESS_BOMB,WAITED,WARM,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-18 20:26:18,0.9932270050048828,10,0,-123.34000000000167,15.207975471857935,474,8,11,11,0,1,0,0,3,3,2,10,9,80,0,10,36,17,32,60,0,464,0,8,238,11,71,50,57,42,238,16
2024-09-18 20:26:18,2.4325382709503174,10,0,-119.92000000000125,12.314026860083686,752,3,11,11,0,3,0,0,5,5,2,10,5,81,0,10,76,76,119,86,0,742,0,7,303,11,103,130,108,90,303,18
2024-09-18 20:26:18,4.994970083236694,10,0,-141.520000000002,21.269124245620333,1194,5,21,21,0,3,0,0,7,7,12,10,6,169,0,10,135,128,157,158,0,1184,0,15,426,21,190,224,156,158,426,40
2024-09-18 20:26:18,6.588478088378906,10,0,-113.30000000000037,9.004849060700508,772,5,16,16,0,6,0,0,12,11,6,10,5,95,0,10,105,116,114,100,0,762,0,6,226,16,131,139,118,124,226,34
2024-09-18 20:26:18,7.873450994491577,10,0,-119.16000000000129,14.450636784371454,777,0,14,14,1,3,0,0,6,6,5,10,2,94,0,10,86,76,110,116,0,767,0,8,281,14,161,130,95,83,281,27
2024-09-18 20:26:18,9.288280010223389,10,0,-136.92000000000212,15.175028118072078,784,1,26,26,0,4,0,0,10,10,17,10,5,192,0,10,76,103,152,96,0,774,0,16,139,26,113,214,84,178,139,56
2024-09-18 20:26:18,10.240797996520996,10,0,-109.10000000000068,10.411506755277514,524,2,22,22,1,6,0,0,10,10,14,10,6,78,0,10,60,104,136,79,0,514,0,13,45,22,108,144,67,115,45,45
2024-09-18 20:26:18,11.367587089538574,10,0,-115.80000000000045,13.62041821994353,606,0,23,23,0,3,0,0,7,7,16,10,5,60,0,10,103,89,113,95,0,596,0,16,123,23,99,131,113,98,123,42
2024-09-18 20:26:18,12.312416076660156,10,0,-118.9400000000021,16.709160420810804,593,0,24,24,1,5,0,0,12,11,20,10,6,120,0,10,66,80,82,80,0,583,0,15,141,24,86,108,127,86,141,45
2024-09-18 20:26:18,14.694590091705322,10,0,-118.06000000000112,29.78462789906189,1090,1,36,36,2,5,0,0,12,12,29,10,13,87,0,10,136,223,245,162,0,1080,0,24,201,36,181,268,153,233,201,54
2024-09-18 20:26:18,15.582585096359253,10,0,-99.86000000000078,13.939788873656653,517,0,23,23,0,7,0,0,17,17,15,10,7,70,0,10,81,68,94,100,0,507,0,6,81,23,127,100,87,79,81,43
2024-09-18 20:26:18,16.80703902244568,10,0,-108.2600000000011,18.498680197750218,604,1,28,28,1,5,0,0,16,16,24,10,2,97,0,10,72,110,117,97,0,594,0,13,83,28,102,167,78,126,83,48
