Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,Steps,BOILING,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_COMBO,CRATE_DESTROYED,CRATE_POTENTIALLY_DESTROYED,FRESHENED_UP,GOT_KILLED,HOT,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,STEP_SURVIVED,SURVIVED_ROUND,USELESS_BOMB,WAITED,WARM,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-18 20:39:25,5.029170036315918,10,0,-113.66000000000032,24.649078579619527,173,3,14,14,1,1,0,0,4,4,5,10,7,62,0,10,12,14,20,17,0,163,0,10,34,14,29,32,25,33,34,20
2024-09-18 20:39:25,5.173688173294067,10,0,-114.06000000000026,12.227481734007597,94,2,11,11,0,0,0,0,1,1,1,10,5,38,0,10,4,8,10,6,0,84,0,10,17,11,17,13,13,18,17,16
2024-09-18 20:39:25,5.3691511154174805,10,0,-115.42000000000024,17.39480734616518,114,4,13,13,0,1,0,0,1,1,4,10,5,43,0,10,14,12,8,7,0,104,0,12,17,13,15,17,29,20,17,16
2024-09-18 20:39:25,5.568325996398926,10,0,-118.40000000000036,20.062657963484526,115,5,11,11,0,0,0,0,0,0,1,10,6,51,0,10,9,5,3,9,0,105,0,11,27,11,27,14,12,17,27,18
2024-09-18 20:39:25,5.747229099273682,10,0,-109.08000000000037,18.41082913428545,119,3,11,11,1,1,0,0,4,4,2,10,8,47,0,10,9,5,12,13,0,109,0,7,22,11,22,21,15,18,22,21
2024-09-18 20:39:25,5.948848009109497,10,0,-111.44000000000027,22.500942714512348,131,2,12,12,0,1,0,0,4,4,2,10,4,49,0,10,13,17,16,11,0,121,0,8,13,12,28,25,19,29,13,17
2024-09-18 20:39:25,6.106951951980591,10,0,-115.04000000000018,16.35824022628367,104,7,10,10,0,0,0,0,1,1,0,10,8,43,0,10,9,9,13,10,0,94,0,9,10,10,16,22,20,19,10,17
2024-09-18 20:39:25,6.251364231109619,10,0,-113.04000000000013,15.233191784471273,96,6,11,11,0,0,0,0,2,2,1,10,9,36,0,10,9,10,10,6,0,86,0,9,14,11,12,10,19,20,14,21
2024-09-18 20:39:25,6.391916036605835,10,0,-113.26000000000016,15.269679540768266,94,2,10,10,0,1,0,0,1,1,0,10,6,41,0,10,7,6,6,10,0,84,0,9,14,10,15,19,15,11,14,20
2024-09-18 20:39:25,6.586938142776489,10,0,-115.88000000000032,19.5698685599491,128,6,11,11,0,1,0,0,2,2,1,10,8,56,0,10,9,11,8,12,0,118,0,9,21,11,26,20,25,16,21,20
2024-09-18 20:39:25,6.7806971073150635,10,0,-113.5200000000003,17.322025334462523,109,6,12,12,0,1,0,0,3,3,2,10,6,49,0,10,8,9,8,6,0,99,0,9,17,12,17,19,23,13,17,20
2024-09-18 20:39:25,6.97180700302124,10,0,-114.82000000000023,13.409459797665477,86,6,10,10,0,0,0,0,0,0,1,10,7,35,0,10,5,5,10,5,0,76,0,10,16,10,8,15,13,14,16,20
2024-09-18 20:39:25,7.161524057388306,10,0,-110.20000000000024,16.005973303690553,107,3,10,10,0,2,0,0,3,3,0,10,4,42,0,10,8,4,8,18,0,97,0,8,17,10,28,16,11,19,17,16
2024-09-18 20:39:25,7.372575998306274,10,0,-110.20000000000024,16.02006513439119,119,7,11,11,0,2,0,0,4,4,1,10,10,43,0,10,8,13,13,12,0,109,0,7,19,11,19,20,18,25,19,18
2024-09-18 20:39:25,7.589200019836426,10,0,-106.38000000000021,18.97863556817174,127,4,11,11,0,4,0,0,6,6,1,10,7,49,0,10,12,11,10,10,0,117,0,5,24,11,20,22,23,24,24,14
2024-09-18 20:39:25,7.757817268371582,10,0,-109.44000000000015,15.157671453431249,97,3,11,11,0,1,0,0,3,3,2,10,6,32,0,10,7,7,17,8,0,87,0,8,15,11,16,25,13,12,15,16
2024-09-18 20:39:25,7.953195095062256,10,0,-112.90000000000022,15.933147128671408,114,5,10,10,0,0,0,0,2,2,0,10,7,39,0,10,14,9,6,12,0,104,0,8,24,10,18,13,21,18,24,20
2024-09-18 20:39:25,8.21016001701355,10,0,-116.9200000000002,21.549162555485964,147,3,14,14,0,1,0,0,1,1,5,10,6,48,0,10,18,15,10,24,0,137,0,13,18,14,30,20,26,26,18,27
2024-09-18 20:39:25,8.382683992385864,10,0,-111.14000000000013,15.056553114205599,104,4,10,10,0,2,0,0,2,2,0,10,5,41,0,10,16,10,7,7,0,94,0,8,13,10,12,20,25,18,13,16
2024-09-18 20:39:25,8.587417125701904,10,0,-114.72000000000017,15.674327939748764,118,3,11,11,0,0,0,0,0,0,3,10,3,35,0,10,16,7,6,21,0,108,0,11,22,11,26,15,22,18,22,15
