Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,CRATE_DESTROYED,GOT_KILLED,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,SURVIVED_ROUND,WAITED,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-14 14:36:04,0.06887388229370117,10,0,-972.4,0,10,10,0,0,6,10,36,0,10,0,0,2,0,0,0,2,0,24,1,0,2,23
2024-09-14 14:36:04,0.1414470672607422,10,0,-973.9999999999999,105.15204238891602,10,10,0,0,9,10,37,0,10,0,0,2,0,0,0,1,0,13,1,0,1,35
2024-09-14 14:36:04,0.19050812721252441,10,0,-970.0,288.6057679653168,10,10,0,0,12,10,34,0,10,1,1,1,1,0,0,7,2,2,2,1,7,41
2024-09-14 14:36:04,0.23367595672607422,10,0,-979.5999999999999,12251.931526184082,10,10,0,0,11,10,40,0,10,0,0,1,1,0,0,0,2,2,0,1,0,47
2024-09-14 14:36:04,0.27749109268188477,10,0,-975.5999999999999,281282.54064941406,10,10,0,0,3,10,38,0,10,0,1,1,0,0,0,0,0,3,0,1,0,46
2024-09-14 14:36:04,0.31844615936279297,10,0,-971.8,3135700.34375,10,10,0,0,5,10,36,0,10,1,1,1,0,0,0,1,1,1,1,1,1,45
2024-09-14 14:36:04,0.3645758628845215,10,0,-977.8,24927816.46875,10,10,0,0,6,10,39,0,10,0,1,2,0,0,0,1,0,2,2,1,1,47
2024-09-14 14:36:04,0.4065730571746826,10,0,-976.0,118907583.125,10,10,0,0,7,10,38,0,10,0,1,0,1,0,0,1,1,0,0,1,1,48
2024-09-14 14:36:04,0.4502739906311035,10,0,-978.4,393583369.0,10,10,0,0,8,10,39,0,10,0,0,0,0,0,0,1,0,0,0,0,1,49
2024-09-14 14:36:04,0.49391722679138184,10,0,-976.2,1258684338.0,10,10,0,0,10,10,38,0,10,0,0,3,0,0,0,2,0,4,0,1,2,46
2024-09-14 14:36:04,0.5381481647491455,10,0,-973.4,2991395008.0,10,10,0,0,9,10,37,0,10,1,0,1,1,0,0,0,2,1,1,2,0,44
2024-09-14 14:36:04,0.5799510478973389,10,0,-980,6259993472.0,10,10,0,0,10,10,40,0,10,0,0,0,0,0,0,0,0,0,0,1,0,49
2024-09-14 14:36:04,0.6289100646972656,10,0,-974.1999999999998,13141716608.0,10,10,0,0,9,10,37,0,10,0,2,0,1,0,0,2,2,0,0,2,2,46
2024-09-14 14:36:04,0.6782960891723633,10,0,-982,23680066016.0,10,10,0,0,8,10,41,0,10,0,0,0,0,0,0,0,0,1,1,2,0,47
