Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,BOILING,BOMB_DROPPED,BOMB_EXPLODED,BOMB_USELESS,CLOSING_IN,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_DESTROYED,CRATE_POT_DESTROYED,DANGER,FRESHENED_UP,GOT_KILLED,HOT,INESCAPABLE,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,NOT_DEAD,OPPONENT_ELIMINATED,RUN_DANGER,RUN_KNOWN_DANGER,RUN_SAFE,SURVIVED_ROUND,WAITED,WARM,UP,DOWN,LEFT,RIGHT,WAIT,BOMB
2024-09-25 17:24:06,0.2921600341796875,10,1,-35.35000000000003,0,11,11,0,0,28,0,0,0,0,0,0,10,0,0,51,0,10,77,5,7,28,10,0,0,0,0,0,99,0,35,88,14,12,97,22
2024-09-25 17:24:06,0.7837619781494141,10,12,-22.8100000000001,0,12,12,0,0,45,0,0,0,0,0,0,10,0,0,64,0,10,183,21,15,110,10,0,0,0,0,0,86,0,128,19,199,32,85,18
2024-09-25 17:24:06,1.9573781490325928,10,49,352.10000000000537,0,20,20,0,0,374,0,0,0,0,0,0,5,0,0,34,0,5,242,244,222,264,10,0,0,0,0,5,19,0,269,223,251,252,17,23
2024-09-25 17:24:06,2.85378098487854,10,49,316.9900000000045,0,13,13,0,0,337,0,0,0,0,0,0,5,0,0,31,0,5,207,222,221,207,10,0,0,0,0,5,12,0,215,224,213,224,12,15
2024-09-25 17:24:06,4.415897846221924,10,27,467.11000000000706,0,19,19,0,0,473,0,0,0,0,0,0,3,0,0,33,0,3,332,296,279,270,10,0,0,0,0,7,26,0,279,283,337,299,25,22
2024-09-25 17:24:06,5.744363069534302,10,49,379.2700000000057,0,16,16,0,0,410,0,0,0,0,0,0,6,0,0,31,0,6,255,237,270,259,10,0,0,0,0,4,16,0,262,276,262,242,16,16
2024-09-25 17:24:06,7.295619249343872,10,49,498.480000000009,0,24,24,0,0,497,0,0,0,0,0,0,2,0,0,34,0,2,349,310,333,326,10,0,0,0,0,8,27,0,335,335,360,312,25,26
2024-09-25 17:24:06,8.408627986907959,10,46,348.4000000000049,0,15,15,0,0,377,0,0,0,0,0,0,6,0,0,22,0,6,255,229,235,261,10,0,0,0,0,4,20,0,265,237,255,234,18,18
2024-09-25 17:24:06,9.239060163497925,10,50,272.0200000000027,0,14,14,0,0,316,0,0,0,0,0,0,8,0,0,21,0,8,192,196,195,167,10,0,0,0,0,2,14,0,170,197,196,201,11,14
2024-09-25 17:24:06,9.988071918487549,10,42,271.5300000000031,0,13,13,0,0,306,0,0,0,0,0,0,7,0,0,20,0,7,215,176,186,152,10,0,0,0,0,3,9,0,153,190,217,179,8,14
2024-09-25 17:24:06,11.226616859436035,10,49,417.58000000000624,0,16,16,0,0,421,0,0,0,0,0,0,3,0,0,26,0,3,303,268,248,261,10,0,0,0,0,7,21,0,264,256,306,269,21,17
2024-09-25 17:24:06,12.708508968353271,10,47,455.3800000000076,0,19,19,0,0,480,0,0,0,0,0,0,5,0,0,32,0,5,347,316,303,316,10,0,0,0,0,5,20,0,320,307,353,324,18,21
2024-09-25 17:24:06,13.92586088180542,10,37,398.11000000000564,0,20,20,0,0,411,0,0,0,0,0,0,4,0,0,31,0,4,268,272,243,238,10,0,0,0,0,6,24,0,241,249,273,278,23,22
2024-09-25 17:24:06,14.92641305923462,10,50,308.89000000000414,0,14,14,0,0,336,0,0,0,0,0,0,6,0,0,23,0,6,183,209,198,237,10,0,0,0,0,4,12,0,243,197,190,211,10,15
2024-09-25 17:24:06,16.068294048309326,10,4,378.0900000000057,0,15,15,0,0,398,0,0,0,0,0,0,5,0,0,22,0,5,261,240,242,272,10,0,0,0,0,5,18,0,272,243,264,248,17,16
2024-09-25 17:24:06,17.144227981567383,10,31,330.8900000000048,0,15,15,0,0,369,0,0,0,0,0,0,7,0,0,29,0,7,226,235,199,237,10,0,0,0,0,3,17,0,239,209,230,237,16,17
2024-09-25 17:24:06,18.525443077087402,10,43,444.9300000000075,0,17,17,0,0,451,0,0,0,0,0,0,3,0,0,34,0,3,297,316,280,296,10,0,0,0,0,7,19,0,303,288,302,320,19,17
2024-09-25 17:24:06,19.421392917633057,10,41,262.64000000000254,0,18,18,0,0,307,0,0,0,0,0,0,8,0,0,23,0,8,214,173,188,175,10,0,0,0,0,2,13,0,180,191,218,175,12,18
2024-09-25 17:24:06,20.656574010849,10,49,381.79000000000576,0,21,21,0,0,412,0,0,0,0,0,0,6,0,0,27,0,6,291,232,254,254,10,0,0,0,0,4,25,0,264,261,293,228,25,23
2024-09-25 17:24:06,21.89371085166931,10,49,380.38000000000534,0,16,16,0,0,393,0,0,0,0,0,0,4,0,0,32,0,4,266,235,262,223,10,0,0,0,0,6,18,0,232,265,271,238,18,18
2024-09-25 17:24:06,23.26453995704651,10,13,411.5300000000066,0,15,15,0,0,416,0,0,0,0,0,0,3,0,0,32,0,3,284,252,243,272,10,0,0,0,0,7,28,0,275,248,296,255,27,15
2024-09-25 17:24:06,24.506442070007324,10,47,373.3400000000051,0,11,11,0,0,391,0,0,0,0,0,0,5,0,0,13,0,5,243,268,202,249,10,0,0,0,0,5,22,0,249,204,243,267,21,14
2024-09-25 17:24:06,25.882673978805542,10,49,389.25000000000614,0,14,14,0,0,403,0,0,0,0,0,0,4,0,0,34,0,4,302,212,245,288,10,0,0,0,0,6,24,0,292,250,310,218,24,15
2024-09-25 17:24:06,27.22663903236389,10,49,401.8700000000058,0,19,19,0,0,424,0,0,0,0,0,0,5,0,0,31,0,5,297,271,229,266,10,0,0,0,0,5,15,0,269,237,304,271,14,23
2024-09-25 17:24:06,28.306647062301636,10,32,315.3000000000039,0,11,11,0,0,343,0,0,0,0,0,0,6,0,0,24,0,6,224,212,209,215,10,0,0,0,0,4,15,0,216,213,228,217,15,11
2024-09-25 17:24:06,29.49283790588379,10,49,356.3500000000055,0,19,19,0,0,378,0,0,0,0,0,0,5,0,0,32,0,5,236,244,271,230,10,0,0,0,0,5,22,0,239,272,244,247,22,20
2024-09-25 17:24:06,31.09833812713623,10,49,531.370000000009,0,16,16,0,0,510,0,0,0,0,0,0,0,0,0,23,0,0,344,336,322,341,10,0,0,0,0,10,30,0,344,323,346,342,30,17
2024-09-25 17:24:06,32.37214183807373,10,49,382.930000000005,0,14,14,0,0,385,0,0,0,0,0,0,3,0,0,24,0,3,248,224,251,274,10,0,0,0,0,7,15,0,281,253,248,228,15,15
2024-09-25 17:24:06,33.958600997924805,10,49,448.39000000000715,0,14,14,0,0,453,0,0,0,0,0,0,3,0,0,25,0,3,331,301,285,290,10,0,0,0,0,7,27,0,296,287,333,305,26,16
2024-09-25 17:24:06,35.003411054611206,10,10,274.83000000000317,0,12,12,0,0,311,0,0,0,0,0,0,7,0,0,25,0,7,199,173,208,201,10,0,0,0,0,3,18,0,205,211,204,178,15,13
2024-09-25 17:24:06,36.15056014060974,10,49,283.3800000000032,0,20,20,0,0,320,0,0,0,0,0,0,7,0,0,29,0,7,194,195,186,189,10,0,0,0,0,3,9,0,191,191,204,198,7,21
2024-09-25 17:24:06,37.453697204589844,10,49,359.93000000000455,0,17,17,0,0,378,0,0,0,0,0,0,5,0,0,19,0,5,244,210,215,228,10,0,0,0,0,5,15,0,227,220,249,210,14,18
2024-09-25 17:24:06,39.36050486564636,10,49,482.48000000000746,0,14,14,0,0,488,0,0,0,0,0,0,3,0,0,26,0,3,323,328,298,301,10,0,0,0,0,7,41,0,306,302,326,335,37,15
2024-09-25 17:24:06,41.05910611152649,10,50,416.060000000007,0,21,21,0,0,450,0,0,0,0,0,0,6,0,0,39,0,6,306,322,256,268,10,0,0,0,0,4,31,0,280,261,312,329,29,22
2024-09-25 17:24:06,42.4399209022522,10,49,375.49000000000575,0,14,14,0,0,405,0,0,0,0,0,0,6,0,0,26,0,6,270,258,225,244,10,0,0,0,0,4,17,0,247,232,271,260,16,18
2024-09-25 17:24:06,43.78109288215637,10,49,341.57000000000465,0,10,10,0,0,359,0,0,0,0,0,0,5,0,0,16,0,5,231,230,233,199,10,0,0,0,0,5,15,0,204,234,230,231,15,10
2024-09-25 17:24:06,45.47088122367859,10,10,461.42000000000724,0,13,13,0,0,465,0,0,0,0,0,0,3,0,0,21,0,3,310,273,289,318,10,0,0,0,0,7,24,0,317,295,314,276,23,13
2024-09-25 17:24:06,47.22676610946655,10,9,307.38000000000426,0,17,17,0,0,345,0,0,0,0,0,0,7,0,0,29,0,7,236,200,194,228,10,0,0,0,0,3,12,0,234,201,240,201,12,18
2024-09-25 17:24:06,49.84557008743286,10,47,507.37000000000864,0,12,12,0,0,503,0,0,0,0,0,0,2,0,0,22,0,2,319,311,283,368,10,0,0,0,0,8,21,0,374,284,320,314,21,13
2024-09-25 17:24:06,51.12531590461731,10,20,350.8200000000056,0,16,16,0,0,390,0,0,0,0,0,0,7,0,0,30,0,7,278,242,228,232,10,0,0,0,0,3,19,0,234,239,282,244,19,17
2024-09-25 17:24:06,51.95433497428894,10,49,206.34000000000114,0,14,14,0,0,258,0,0,0,0,0,0,9,0,0,21,0,9,159,167,126,178,10,0,0,0,0,1,8,0,182,127,160,170,8,16
2024-09-25 17:24:06,54.16164803504944,10,49,405.7600000000065,0,18,18,0,0,439,0,0,0,0,0,0,6,0,0,38,0,6,313,258,258,277,10,0,0,0,0,4,29,0,281,267,320,264,29,20
2024-09-25 17:24:06,56.43207883834839,10,5,349.0500000000056,0,19,19,0,0,378,0,0,0,0,0,0,6,0,0,25,0,6,247,227,247,244,10,0,0,0,0,4,15,0,247,251,253,229,15,19
2024-09-25 17:24:06,57.55433201789856,10,15,261.85000000000315,0,17,17,0,0,306,0,0,0,0,0,0,8,0,0,23,0,8,185,187,158,199,10,0,0,0,0,2,13,0,202,157,189,192,13,19
2024-09-25 17:24:06,58.811715841293335,10,49,309.3500000000042,0,17,17,0,0,348,0,0,0,0,0,0,7,0,0,33,0,7,206,211,253,211,10,0,0,0,0,3,12,0,219,259,207,218,12,18
2024-09-25 17:24:06,60.533040046691895,10,35,364.5600000000054,0,14,14,0,0,394,0,0,0,0,0,0,6,0,0,25,0,6,251,259,223,259,10,0,0,0,0,4,26,0,262,226,254,264,26,15
2024-09-25 17:24:06,62.77975797653198,10,49,349.5200000000044,0,13,13,0,0,370,0,0,0,0,0,0,5,0,0,28,0,5,244,236,217,261,10,0,0,0,0,5,15,0,262,219,252,241,15,15
2024-09-25 17:24:06,64.66922903060913,10,50,385.3300000000059,0,16,16,0,0,397,0,0,0,0,0,0,4,0,0,25,0,4,268,225,260,266,10,0,0,0,0,6,24,0,273,262,269,231,22,17
2024-09-25 17:24:06,66.06379914283752,10,24,348.7700000000045,0,23,23,0,0,387,0,0,0,0,0,0,7,0,0,28,0,7,235,197,218,253,10,0,0,0,0,3,30,0,258,224,240,199,28,25
2024-09-25 17:24:06,67.61073112487793,10,49,400.32000000000596,0,14,14,0,0,403,0,0,0,0,0,0,3,0,0,26,0,3,245,248,231,300,10,0,0,0,0,7,12,0,310,234,246,248,12,16
2024-09-25 17:24:06,69.16685914993286,10,49,428.5100000000071,0,13,13,0,0,432,0,0,0,0,0,0,3,0,0,25,0,3,287,258,287,281,10,0,0,0,0,7,18,0,283,284,295,266,18,13
2024-09-25 17:24:06,70.46504092216492,10,49,324.88000000000466,0,12,12,0,0,355,0,0,0,0,0,0,6,0,0,33,0,6,241,217,206,256,10,0,0,0,0,4,16,0,267,209,244,221,16,14
2024-09-25 17:24:06,72.05580306053162,10,31,339.790000000005,0,19,19,0,0,379,0,0,0,0,0,0,7,0,0,31,0,7,245,214,256,246,10,0,0,0,0,3,20,0,249,262,249,221,19,21
2024-09-25 17:24:06,73.34588027000427,10,20,338.780000000004,0,15,15,0,0,366,0,0,0,0,0,0,6,0,0,20,0,6,237,228,208,221,10,0,0,0,0,4,14,0,225,210,241,229,12,16
2024-09-25 17:24:06,74.63331508636475,10,49,318.7300000000042,0,23,23,0,0,345,0,0,0,0,0,0,6,0,0,15,0,6,222,230,204,219,10,0,0,0,0,4,26,0,223,207,223,228,25,23
