Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,BOILING,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_DESTROYED,FRESHENED_UP,GOT_KILLED,HOT,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,SURVIVED_ROUND,USELESS_BOMB,WAITED,WARM,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-18 12:20:17,63.27486801147461,10,48,761.7800000000162,152.25168842449784,0,20,20,394,0,0,0,18,4,0,18,0,4,272,217,257,271,0,6,23,17,20,274,259,277,221,17,24
2024-09-18 12:20:17,65.38972592353821,10,49,971.6400000000207,181.90746178478003,0,12,12,491,0,0,0,11,3,1,37,0,3,316,304,297,320,0,7,14,23,12,326,302,329,314,23,15
2024-09-18 12:20:17,67.06888699531555,10,33,740.4600000000147,137.88919266313314,0,13,13,381,0,0,0,10,4,0,19,0,4,264,237,245,218,0,6,15,19,13,220,252,268,241,19,15
2024-09-18 12:20:17,69.05891394615173,10,49,976.28000000002,180.0079388655722,0,16,16,475,0,0,0,16,1,0,29,0,1,288,278,302,325,0,9,16,24,16,333,306,298,285,24,16
2024-09-18 12:20:17,70.32643103599548,10,5,532.3200000000093,105.18196330964565,0,21,21,304,0,0,0,16,7,1,24,0,7,193,187,151,200,0,3,23,19,21,205,161,194,193,19,23
2024-09-18 12:20:17,71.98488593101501,10,15,634.9800000000131,137.02484280616045,0,19,19,348,0,0,0,16,6,2,40,0,6,229,210,194,240,0,4,21,19,19,247,216,231,217,19,21
2024-09-18 12:20:17,73.79489803314209,10,16,763.3800000000157,153.42172801494598,0,19,19,404,0,0,0,19,5,1,28,0,5,259,254,262,272,0,5,20,22,19,275,271,266,262,22,20
2024-09-18 12:20:17,75.70693778991699,10,49,779.8200000000159,151.50679475069046,0,15,15,411,0,0,0,15,5,1,28,0,5,263,261,224,305,0,5,15,18,15,313,229,271,268,18,15
2024-09-18 12:20:17,77.25558090209961,10,4,564.1000000000109,111.77462273836136,0,15,15,319,0,0,0,11,7,0,28,0,7,218,191,184,183,0,3,17,22,15,191,192,221,198,22,17
2024-09-18 12:20:17,79.03834080696106,10,49,751.4000000000157,150.48527409136295,0,26,26,391,0,0,0,28,4,2,29,0,4,248,231,268,276,0,6,29,26,26,281,274,259,235,26,29
2024-09-18 12:20:17,81.33972191810608,10,49,885.6400000000167,163.7004438340664,0,18,18,448,0,0,0,17,3,1,35,0,3,319,238,267,277,0,7,20,21,18,284,271,326,253,21,20
2024-09-18 12:20:17,83.30108690261841,10,49,761.3800000000159,155.74785774946213,0,17,17,412,0,0,0,17,6,0,32,0,6,250,257,299,298,0,4,17,21,17,303,312,259,262,21,17
2024-09-18 12:20:17,84.96327877044678,10,49,678.9600000000138,138.73211110383272,0,16,16,370,0,0,0,14,6,1,34,0,6,262,224,224,243,0,4,19,27,16,249,234,270,231,27,19
2024-09-18 12:20:17,87.4006679058075,10,49,929.4600000000205,178.33732027187943,0,21,21,472,0,0,0,19,3,1,29,0,3,299,281,330,326,0,7,23,33,21,332,335,306,290,33,23
2024-09-18 12:20:17,89.0064001083374,10,49,675.9400000000124,125.381293784827,0,13,13,357,0,0,0,13,5,1,25,0,5,255,208,215,202,0,5,14,24,13,206,217,267,214,24,14
2024-09-18 12:20:17,91.31650996208191,10,49,822.0800000000178,165.8959175646305,0,17,17,425,0,0,0,16,4,1,32,0,4,295,273,290,277,0,6,18,23,17,288,299,302,277,23,18
2024-09-18 12:20:17,93.30500197410583,10,31,812.0000000000175,165.36250134557486,0,15,15,420,0,0,0,12,4,1,34,0,4,290,282,247,294,0,6,18,31,15,303,252,301,288,31,18
2024-09-18 12:20:17,94.96374607086182,10,49,669.7800000000144,138.0170375406742,0,21,21,376,0,0,0,19,7,5,35,0,7,223,229,251,235,0,3,25,29,21,237,265,232,235,29,25
2024-09-18 12:20:17,96.6368420124054,10,49,750.5600000000151,146.1301164701581,0,15,15,387,0,0,0,14,4,1,30,0,4,234,247,221,261,0,6,16,27,15,264,224,246,258,27,16
2024-09-18 12:20:17,98.69898891448975,10,49,909.8600000000185,166.6327645778656,0,19,19,460,0,0,0,19,3,0,25,0,3,294,289,305,283,0,7,19,18,19,293,308,299,296,18,19
2024-09-18 12:20:17,100.4297468662262,10,49,695.1000000000146,143.2310818657279,0,20,20,379,0,0,0,19,6,0,42,0,6,257,262,237,228,0,4,21,13,20,235,249,273,268,13,21
2024-09-18 12:20:17,102.6242208480835,10,50,936.7800000000207,186.01583081111312,0,20,20,476,0,0,0,18,3,1,41,0,3,344,325,307,277,0,7,22,24,20,290,314,357,331,24,22
2024-09-18 12:20:17,104.58574891090393,10,49,913.0400000000185,166.72903157770634,0,11,11,451,0,0,0,10,2,0,28,0,2,287,291,290,298,0,8,13,11,11,305,294,292,301,11,13
2024-09-18 12:20:17,107.32624888420105,10,49,891.440000000021,183.68840958550572,0,24,24,454,0,0,0,21,3,1,25,0,3,338,315,309,315,0,7,26,33,24,320,317,343,320,33,26
2024-09-18 12:20:17,109.392019033432,10,49,718.6800000000142,136.75230484455824,0,15,15,380,0,0,0,13,5,1,31,0,5,235,227,236,269,0,5,16,17,15,275,242,250,230,17,16
2024-09-18 12:20:17,111.26005983352661,10,49,602.1200000000117,124.72748514264822,0,17,17,330,0,0,0,15,6,1,23,0,6,239,201,217,208,0,4,19,17,17,211,226,243,206,17,19
2024-09-18 12:20:17,113.2679591178894,10,46,887.0000000000199,162.54594187438488,0,12,12,456,0,0,0,12,4,0,25,0,4,335,289,265,298,0,6,12,19,12,304,272,338,298,19,12
2024-09-18 12:20:17,115.33287286758423,10,49,678.7800000000129,133.11348912119865,0,19,19,361,0,0,0,14,5,1,25,0,5,239,214,222,270,0,5,21,23,19,275,228,246,218,23,22
2024-09-18 12:20:17,117.4377989768982,10,50,830.3200000000188,166.43103162571788,0,23,23,440,0,0,0,20,5,1,33,0,5,296,265,266,315,0,5,24,31,23,327,273,302,271,31,25
2024-09-18 12:20:17,119.67391705513,10,30,835.5200000000175,155.4272655248642,0,20,20,432,0,0,0,19,4,1,29,0,4,289,262,278,288,0,6,21,16,20,293,290,296,266,16,21
2024-09-18 12:20:17,121.25190997123718,10,49,683.340000000013,124.02603478729725,0,12,12,360,0,0,0,11,5,0,16,0,5,225,208,195,258,0,5,13,21,12,263,197,227,213,21,14
2024-09-18 12:20:17,123.31986999511719,10,49,700.3800000000145,138.8561933338642,1,17,17,373,0,0,0,14,5,3,44,0,5,236,236,249,246,0,5,21,27,17,255,268,237,247,27,21
2024-09-18 12:20:17,125.77240204811096,10,49,950.2000000000212,177.55310890078545,0,21,21,483,0,0,0,20,3,1,41,0,3,324,303,313,292,0,7,25,19,21,304,320,338,307,19,25
2024-09-18 12:20:17,128.13291382789612,10,49,1005.780000000022,183.59857124462724,0,17,17,492,0,0,0,17,1,1,40,0,1,331,297,307,354,0,9,19,26,17,366,313,340,308,26,19
2024-09-18 12:20:17,131.1505148410797,10,22,910.3000000000186,165.46666754037142,1,16,16,451,0,0,0,17,2,1,24,0,2,312,309,273,302,0,8,17,22,16,310,276,319,314,22,17
2024-09-18 12:20:17,133.55305814743042,10,49,737.7600000000147,145.30894745141268,0,17,17,400,0,0,0,14,6,2,27,0,6,290,220,260,285,0,4,19,16,17,293,265,297,225,16,19
2024-09-18 12:20:17,135.7011730670929,10,49,816.260000000017,156.78030216693878,0,21,21,432,0,0,0,18,5,1,26,0,5,281,266,252,305,0,5,24,24,21,310,257,284,275,24,25
2024-09-18 12:20:17,137.7865788936615,10,44,754.1600000000153,143.6089610978961,0,15,15,407,0,0,0,15,6,1,21,0,6,270,261,224,258,0,4,16,37,15,262,229,274,268,37,16
2024-09-18 12:20:17,139.63214588165283,10,49,718.4400000000147,138.21810465306044,0,16,16,380,0,0,0,16,5,3,18,0,5,291,209,234,229,0,5,19,25,16,231,239,296,212,25,19
2024-09-18 12:20:17,141.65807104110718,10,47,885.7200000000183,159.65329457819462,0,16,16,448,0,0,0,17,3,0,37,0,3,304,280,259,285,0,7,19,23,16,296,267,311,288,23,19
2024-09-18 12:20:17,143.58958387374878,10,49,800.880000000016,148.57002995163202,0,19,19,405,0,0,0,20,3,2,34,0,3,249,246,240,303,0,7,20,24,19,315,246,259,251,24,20
2024-09-18 12:20:17,144.99505591392517,10,28,573.3000000000094,110.9742317982018,1,14,14,314,0,0,0,13,6,1,26,0,6,204,184,182,214,0,4,15,18,14,220,194,207,188,18,15
2024-09-18 12:20:17,147.37526988983154,10,49,971.2000000000211,181.39728470891714,0,18,18,484,0,0,0,17,2,3,46,0,2,355,299,296,294,0,8,20,28,18,303,309,369,307,28,20
2024-09-18 12:20:17,149.43659591674805,10,43,887.5600000000193,160.8441809155047,0,20,20,450,0,0,0,20,3,1,23,0,3,279,294,305,308,0,7,24,18,20,312,308,284,301,18,24
2024-09-18 12:20:17,151.35523796081543,10,16,613.8800000000132,126.65482395887375,0,27,27,349,0,0,0,25,7,3,36,0,7,222,217,215,228,0,3,32,22,27,235,220,233,224,22,33
2024-09-18 12:20:17,153.35091590881348,10,49,843.9200000000179,162.06838769093156,0,22,22,447,0,0,0,19,5,2,43,0,5,300,253,298,285,0,5,24,19,22,295,314,307,261,19,24
2024-09-18 12:20:17,155.59148812294006,10,49,1025.5400000000218,190.1383454427123,0,22,22,503,0,0,0,22,1,4,24,0,1,355,326,311,329,0,9,25,26,22,335,316,360,331,26,25
2024-09-18 12:20:17,157.39484190940857,10,49,725.7000000000153,149.3045331723988,0,14,14,392,0,0,0,14,6,0,15,0,6,252,231,302,249,0,4,15,18,14,251,305,257,235,18,15
2024-09-18 12:20:17,159.22580194473267,10,38,796.8000000000152,136.6085385195911,0,14,14,409,0,0,0,15,4,0,16,0,4,245,232,249,255,0,6,15,17,14,257,256,248,235,17,15
2024-09-18 12:20:17,161.410306930542,10,39,918.3800000000198,176.95656298100948,0,23,23,466,0,0,0,23,3,0,28,0,3,328,294,279,315,0,7,23,25,23,322,287,338,297,25,23
2024-09-18 12:20:17,162.8110899925232,10,8,562.7200000000107,112.50310682877898,0,13,13,309,0,0,0,11,6,1,31,0,6,181,209,180,207,0,4,16,16,13,210,184,190,220,16,17
2024-09-18 12:20:17,165.34363079071045,10,49,964.5800000000208,189.8081525415182,0,16,16,480,0,0,0,15,2,1,42,0,2,304,342,296,331,0,8,17,29,16,341,313,312,348,29,17
2024-09-18 12:20:17,168.3374879360199,10,49,1057.4000000000226,197.90138768404722,0,19,19,509,0,0,0,19,0,1,20,0,0,356,340,335,341,0,10,21,19,19,343,340,363,344,19,21
2024-09-18 12:20:17,170.5707049369812,10,49,787.6600000000158,164.87345096468925,0,24,24,418,0,0,0,22,5,0,25,0,5,277,274,265,294,0,5,25,26,24,299,271,281,283,26,25
2024-09-18 12:20:17,172.89069080352783,10,35,886.4400000000185,171.3295706063509,0,18,18,449,0,0,0,18,3,0,27,0,3,323,269,292,315,0,7,21,17,18,319,295,333,276,17,21
2024-09-18 12:20:17,174.98810696601868,10,49,858.0200000000187,174.68965988606215,0,18,18,443,0,0,0,16,4,2,20,0,4,321,310,268,300,0,6,18,15,18,305,273,326,315,15,18
2024-09-18 12:20:17,177.14999294281006,10,49,898.7200000000208,176.8495296165347,0,16,16,464,0,0,0,15,4,0,33,0,4,324,314,295,295,0,6,17,23,16,303,304,333,320,23,17
2024-09-18 12:20:17,179.21126675605774,10,49,771.2400000000162,155.6330365166068,0,16,16,407,0,0,0,16,5,0,23,0,5,251,274,257,301,0,5,16,20,16,307,268,255,276,20,16
2024-09-18 12:20:17,181.60917782783508,10,49,1037.6200000000222,186.26101987063885,0,15,15,507,0,0,0,15,1,0,28,0,1,342,360,315,307,0,9,16,30,15,315,321,349,366,30,16
2024-09-18 12:20:17,183.362135887146,10,49,763.6600000000154,147.21549427509308,0,19,19,395,0,0,0,18,4,0,25,0,4,260,258,225,279,0,6,22,15,19,282,231,265,266,15,22
2024-09-18 12:20:17,185.44279098510742,10,49,969.0600000000196,172.17233189567924,0,15,15,481,0,0,0,15,2,3,29,0,2,295,293,304,330,0,8,17,25,15,338,311,301,299,25,17
2024-09-18 12:20:17,186.7020800113678,10,49,527.0200000000079,105.06348910555243,0,16,16,290,0,0,0,16,6,1,16,0,6,200,150,194,194,0,4,16,13,16,195,200,207,152,13,16
2024-09-18 12:20:17,188.43028497695923,10,49,692.9800000000135,138.44545174390078,0,21,21,378,0,0,0,18,6,1,31,0,6,250,264,212,229,0,4,24,18,21,235,216,256,274,18,26
2024-09-18 12:20:17,189.91966485977173,10,26,544.7200000000101,114.76667623966932,0,17,17,309,0,0,0,15,7,0,20,0,7,211,185,190,181,0,3,18,21,17,185,195,216,190,21,18
2024-09-18 12:20:17,192.4319188594818,10,43,1028.3000000000222,192.52905806154013,0,13,13,502,0,0,0,13,1,0,34,0,1,341,314,343,324,0,9,13,34,13,337,351,346,322,34,13
2024-09-18 12:20:17,194.655042886734,10,42,1002.0000000000215,181.33379058539867,0,15,15,498,0,0,0,14,2,1,23,0,2,332,295,312,363,0,8,17,29,15,365,316,338,304,29,17
2024-09-18 12:20:17,196.4383909702301,10,49,693.1000000000139,137.65686577931046,0,21,21,378,0,0,0,19,6,2,37,0,6,252,247,219,235,0,4,22,21,21,240,225,271,253,21,22
2024-09-18 12:20:17,197.94392704963684,10,16,627.0800000000127,120.79522373527288,0,20,20,343,0,0,0,19,6,2,20,0,6,210,207,207,237,0,4,22,15,20,242,212,214,211,15,22
2024-09-18 12:20:17,199.82490301132202,10,50,719.2200000000137,143.03100540488958,0,18,18,381,0,0,0,16,5,0,26,0,5,231,271,232,239,0,5,20,18,18,239,238,240,280,18,20
2024-09-18 12:20:17,201.75291180610657,10,46,811.6400000000167,151.0988990738988,1,15,15,428,0,0,0,11,5,1,31,0,5,271,241,271,265,0,5,18,25,15,276,280,277,243,25,18
